customerID,gender,SeniorCitizen,Partner,Dependents,tenure,Churn,age,zipcode
0281-CNTZX,Male,0,Yes,No,63,No,42,24201
6927-WTFIV,Male,1,No,No,20,Yes,70,93027
4118-CEVPF,Female,1,No,No,35,No,67,29218
3398-ZOUAA,Male,1,Yes,No,21,Yes,61,61927
9114-VEPUF,Male,0,Yes,No,62,No,59,60183
7876-BEUTG,Female,0,No,No,15,No,45,97700
2338-BQEZT,Female,0,No,No,55,No,29,69151
9873-MNDKV,Female,0,No,No,11,No,41,59501
0378-NHQXU,Female,0,Yes,Yes,17,Yes,21,32311
8241-JUIQO,Female,0,No,No,61,No,47,74652
2194-IIQOF,Female,0,Yes,No,71,No,19,47024
4512-ZUIYL,Female,0,No,No,2,Yes,45,58772
9631-RXVJM,Male,0,No,No,35,No,50,82735
9584-EXCDZ,Female,0,No,No,17,No,41,78166
7969-AULMZ,Female,0,No,No,21,Yes,26,12282
5093-FEGLU,Female,0,Yes,No,47,No,58,51056
2621-UDNLU,Female,0,Yes,No,3,No,28,76694
7526-IVLYU,Male,0,No,No,3,No,39,70341
2428-HYUNX,Male,1,Yes,No,44,No,79,81478
9214-EKVXR,Female,0,No,No,1,No,35,41316
3410-MHHUM,Female,0,Yes,Yes,44,No,53,63709
0568-ONFPC,Male,0,Yes,Yes,5,Yes,39,30067
0733-VUNUW,Male,0,No,No,24,Yes,36,58236
4550-EVXNY,Female,0,No,Yes,1,Yes,55,65836
2122-YWVYA,Female,0,No,No,18,No,53,29692
2968-SSGAA,Female,0,No,No,10,Yes,41,71511
2296-DKZFP,Female,0,Yes,No,65,No,39,76741
4844-JJWUY,Female,1,No,No,1,Yes,60,99954
6777-TGHTM,Female,0,No,No,53,Yes,19,62622
8909-BOLNL,Male,0,No,No,3,No,42,67799
6603-YRDCJ,Male,0,Yes,No,33,No,26,88740
3538-WZPHD,Male,0,No,No,3,Yes,43,19031
3229-USWAR,Female,0,No,No,34,No,52,80757
2138-VFAPZ,Female,0,Yes,Yes,14,No,33,67125
6131-JLWZM,Female,0,No,No,13,No,55,28405
4785-QRJHC,Male,1,Yes,No,46,Yes,64,34882
0269-XFESX,Male,0,Yes,Yes,23,No,58,16577
1709-EJDOX,Female,0,Yes,Yes,47,No,16,81795
4316-XCSLJ,Male,0,No,Yes,17,No,18,41202
8610-WFCJF,Female,0,Yes,Yes,49,Yes,37,82776
9693-XMUOB,Male,1,Yes,No,59,No,61,66896
0383-CLDDA,Female,0,No,No,69,No,54,27289
4905-JEFDW,Male,0,No,No,11,Yes,53,47636
2709-UQGNP,Male,0,No,No,10,No,49,90749
3549-ZTMNH,Male,0,Yes,Yes,12,No,15,57176
7881-INRLC,Male,0,No,No,45,Yes,19,22257
8033-ATFAS,Female,0,Yes,Yes,39,No,58,60521
1635-NZATJ,Male,1,Yes,No,71,No,78,56704
0562-HKHML,Male,0,Yes,Yes,71,No,21,49705
8277-RVRSV,Female,0,Yes,Yes,33,No,30,53944
9943-VSZUV,Male,1,No,No,67,No,64,54448
0117-LFRMW,Male,0,Yes,Yes,37,Yes,37,64498
6172-FECYY,Male,0,Yes,Yes,49,Yes,22,64502
7054-ENNGU,Female,0,Yes,No,9,No,51,98314
1455-HFBXA,Male,0,Yes,No,52,No,25,26019
9402-CXWPL,Female,0,No,No,70,No,27,81356
1628-BIZYP,Male,0,No,No,1,No,59,54549
1965-AKTSX,Female,1,No,No,14,Yes,67,21892
0082-LDZUE,Male,0,No,No,1,No,57,56839
4786-UKSNZ,Male,0,No,No,1,Yes,45,97471
5343-SGUBI,Female,0,No,No,52,No,42,57297
0856-NAOES,Male,0,No,No,6,No,50,87337
1976-AZZPJ,Male,0,Yes,No,7,No,51,55164
7248-VZQLC,Female,1,No,No,47,Yes,73,96739
6156-UZDLF,Female,0,No,No,26,No,54,96907
3099-OONVS,Male,0,Yes,Yes,25,No,56,76309
9500-WBGRP,Male,0,No,No,69,No,16,76403
5183-KLYEM,Female,0,No,No,72,No,47,66536
5144-PQCDZ,Male,0,No,No,4,No,30,79211
8514-VZHEB,Male,0,Yes,Yes,59,No,46,93822
6625-IUTTT,Male,0,No,No,67,No,27,66952
9355-NPPFS,Female,1,No,No,26,No,72,10130
0068-FIGTF,Female,0,No,No,27,No,18,54837
5965-GGPRW,Male,0,Yes,Yes,72,No,45,51426
8035-PWSEV,Female,0,No,No,6,No,19,93755
2236-HILPA,Male,0,Yes,Yes,62,No,42,94863
1840-BIUOG,Male,0,No,No,20,No,28,66756
1356-MKYSK,Male,0,No,No,6,No,48,83683
6080-LNESI,Male,0,No,No,51,No,16,11878
1830-IPXVJ,Female,0,Yes,Yes,61,No,42,77003
5828-DWPIL,Male,1,Yes,No,62,No,65,73360
8398-TBIYD,Female,0,No,No,72,No,38,77708
0011-IGKFF,Male,1,Yes,No,13,Yes,67,24154
4192-GORJT,Male,0,Yes,No,5,Yes,50,54670
6496-SLWHQ,Male,1,No,No,3,Yes,75,14134
9912-GVSEQ,Female,1,Yes,No,26,Yes,74,18824
2931-FSOHN,Male,1,No,No,13,No,74,16776
9418-RUKPH,Female,0,Yes,Yes,38,No,15,47484
5383-MMTWC,Female,1,Yes,No,8,Yes,77,13576
9971-ZWPBF,Male,1,Yes,Yes,34,No,64,49636
4712-AUQZO,Male,0,No,No,18,No,36,12480
9711-FJTBX,Male,0,Yes,Yes,56,No,23,27708
2908-ZTPNF,Female,0,No,No,36,No,49,87607
7240-ETPTR,Female,0,Yes,No,9,Yes,58,59915
2202-CUYXZ,Male,0,No,No,1,Yes,56,98575
5995-OIGLP,Male,0,No,No,12,Yes,52,65794
8421-WZOOW,Female,1,Yes,Yes,57,No,73,30246
6261-RCVNS,Female,0,No,No,42,Yes,34,32592
7951-QKZPL,Female,0,Yes,Yes,33,Yes,36,93452
1414-YADCW,Male,0,Yes,No,70,No,28,66944
8756-RDDLT,Female,0,No,No,68,No,46,52377
2862-PFNIK,Male,0,No,Yes,1,No,57,44785
5816-QVHRX,Female,0,No,No,37,No,48,26900
4430-YHXGG,Female,0,No,Yes,4,No,22,67496
6888-SBYAI,Male,0,No,No,1,No,32,79304
7395-XWZOY,Male,0,No,No,20,No,29,72271
7169-YWAMK,Male,0,Yes,Yes,72,No,37,14028
3640-PHQXK,Female,0,No,No,31,Yes,45,65020
6877-LGWXO,Male,1,Yes,No,18,Yes,70,52601
6859-RKMZJ,Male,0,Yes,No,11,No,40,67391
2729-VNVAP,Female,0,Yes,Yes,33,No,26,18139
2957-JIRMN,Female,1,No,No,62,No,75,37065
2049-BAFNW,Female,0,No,No,1,No,49,25839
3842-QTGDL,Male,0,Yes,No,16,No,43,35334
7163-OCEQI,Male,0,Yes,Yes,22,No,54,39908
9782-LGXMC,Female,0,Yes,Yes,49,No,30,39069
5975-BAICR,Male,0,Yes,Yes,36,No,54,83648
8019-ENHXU,Male,0,Yes,No,42,Yes,17,19910
5167-GBFRE,Male,1,No,No,4,Yes,63,12712
9033-EOXWV,Female,0,No,No,12,Yes,54,46966
4673-KKSLS,Female,0,No,No,31,No,26,78306
4853-OITSN,Male,0,Yes,No,5,No,52,93159
9800-OUIGR,Male,0,Yes,Yes,66,No,47,63372
1324-NLTJE,Female,1,No,No,15,Yes,60,54723
2324-EFHVG,Male,0,No,No,64,No,48,29508
7094-MSZAO,Male,0,Yes,Yes,10,No,56,82487
1522-VVDMG,Male,0,Yes,Yes,7,Yes,39,80745
6907-CQGPN,Male,0,No,No,29,No,48,42291
0780-XNZFN,Male,0,No,No,57,No,20,18375
0239-OXEXL,Female,0,No,No,46,No,49,80369
2675-IJRGJ,Male,0,No,No,53,No,20,59431
7049-GKVZY,Female,0,No,No,17,No,50,79147
8577-QSOCG,Female,0,Yes,Yes,38,No,30,48309
3721-CNZHX,Male,0,No,No,15,No,42,49547
0212-ISBBF,Female,0,No,No,22,No,58,11257
9185-TQCVP,Male,0,Yes,No,14,Yes,21,53419
3585-YNADK,Female,0,Yes,No,57,No,28,80895
5271-DBYSJ,Male,1,No,No,11,No,66,81945
1099-GODLO,Female,0,Yes,Yes,1,No,46,78017
6828-HMKWP,Male,0,Yes,Yes,12,No,48,13278
5567-WSELE,Male,1,Yes,No,3,Yes,63,82052
1472-TNCWL,Male,0,No,Yes,36,No,33,18914
8063-RJYNF,Male,0,No,No,16,Yes,24,59745
0687-ZVTHB,Male,0,Yes,Yes,65,Yes,16,52893
2080-GKCWQ,Male,0,No,No,2,No,34,79831
9661-ACXBS,Female,0,No,No,42,Yes,45,59643
2193-SFWQW,Male,0,Yes,Yes,72,No,24,43977
5656-JAMLX,Male,0,No,No,62,No,22,59780
3462-BJQQA,Female,0,No,No,6,No,41,94603
0442-TDYUO,Male,0,Yes,No,48,No,37,65943
6733-LRIZX,Male,0,No,No,35,No,26,21676
9503-XJUME,Male,0,No,Yes,52,No,38,16852
4367-NHWMM,Female,0,No,No,1,No,35,41968
3727-RJMEO,Male,0,Yes,No,6,Yes,16,37561
3779-OSWCF,Female,0,Yes,No,71,No,32,46985
6736-DHUQI,Female,0,Yes,Yes,67,No,49,50144
3915-ODIYG,Male,1,No,No,60,No,60,88596
1360-RCYRT,Male,0,Yes,Yes,23,No,34,82385
2724-FJDYW,Male,0,No,Yes,39,No,29,41508
4451-RWASJ,Male,0,Yes,Yes,15,No,21,10636
6646-VRFOL,Male,1,Yes,No,53,Yes,67,19679
3460-TJBWI,Male,0,Yes,Yes,24,No,39,46795
5917-HBSDW,Female,0,Yes,Yes,37,No,21,31926
5685-IIXLY,Female,0,Yes,Yes,5,Yes,45,44771
5671-UUNXD,Female,1,Yes,No,50,No,75,22527
0956-ACVZC,Female,0,No,No,54,No,43,86128
2325-NBPZG,Female,0,No,No,3,No,23,24803
4250-ZBWLV,Male,0,No,No,68,Yes,41,41434
4482-FTFFX,Male,0,No,No,5,No,24,49644
8859-DZTGQ,Male,0,No,No,33,No,50,28108
0440-MOGPM,Female,0,No,No,41,No,30,49917
0020-JDNXP,Female,0,Yes,Yes,34,No,31,67453
3752-CQSJI,Female,0,Yes,Yes,13,No,34,70380
5025-GOOKI,Female,0,No,No,20,No,29,95550
4698-KVLLG,Female,1,No,No,51,No,65,96186
5095-AESKG,Female,0,Yes,No,3,Yes,55,91942
2887-JPYLU,Female,0,No,Yes,41,No,42,83179
4770-QAZXN,Female,0,No,No,13,No,18,35768
4896-CPRPF,Male,0,Yes,Yes,35,No,44,58347
1871-MOWRM,Male,0,Yes,No,12,Yes,52,66981
9714-EDSUC,Male,0,No,No,4,No,27,28901
2027-OAQQC,Female,0,No,No,43,Yes,45,60220
0282-NVSJS,Female,1,Yes,Yes,12,No,77,22852
9090-SGQXL,Male,1,Yes,No,68,Yes,74,82900
6595-YGXIT,Male,1,No,No,25,Yes,72,50754
7353-YOWFP,Female,0,No,No,7,No,42,59526
9835-ZIITK,Male,1,Yes,No,66,Yes,68,27718
8008-ESFLK,Female,0,Yes,No,53,No,18,30958
7537-CBQUZ,Male,1,No,No,63,No,74,21176
1555-DJEQW,Female,0,Yes,Yes,70,Yes,19,47175
5649-TJHOV,Male,1,Yes,No,27,Yes,75,16083
0519-XUZJU,Female,0,No,No,1,Yes,32,76070
3363-EWLGO,Female,0,No,No,5,No,28,41187
4750-UKWJK,Female,1,Yes,No,37,No,60,49567
6338-AVWCY,Male,0,No,No,3,Yes,43,52368
1689-YQBYY,Female,0,No,Yes,12,No,19,38041
4487-ZYJZK,Female,0,Yes,Yes,38,No,17,52357
2959-FENLU,Female,0,No,No,9,No,35,88415
0708-LGSMF,Male,0,Yes,No,13,No,49,36859
9253-QXKBE,Male,1,Yes,No,29,Yes,73,30887
7634-HLQJR,Female,0,Yes,Yes,47,No,47,75755
0487-RPVUM,Male,0,Yes,No,61,No,37,73315
4079-ULGFR,Male,0,No,No,16,No,58,65522
2516-XSJKX,Female,0,Yes,Yes,41,No,51,63901
0057-QBUQH,Female,0,No,Yes,43,No,50,47688
9445-SZLCH,Female,0,Yes,Yes,36,Yes,28,32199
6599-SFQVE,Female,0,No,No,6,No,50,12872
8331-ZXFOE,Female,0,No,No,58,No,45,50543
4003-FUSHP,Male,0,No,No,19,No,48,54226
0356-ERHVT,Male,0,Yes,No,11,No,33,36501
7325-ENZFI,Female,0,No,No,39,No,43,40631
4884-ZTHVF,Female,1,No,No,8,No,72,52296
3920-HIHMQ,Female,0,No,Yes,26,No,51,29291
3055-OYMSE,Female,1,No,No,53,No,75,33814
0613-WUXUM,Female,0,Yes,Yes,70,No,39,70199
7568-PODML,Male,0,No,No,1,Yes,36,48573
4458-KVRBJ,Male,0,No,No,59,No,51,69696
5349-IECLD,Male,0,No,No,2,Yes,23,18653
1397-XKKWR,Male,0,No,No,7,No,44,15610
3945-GFWQL,Female,0,No,Yes,12,Yes,40,19656
8097-OMULG,Male,0,Yes,Yes,59,No,36,33150
6013-BHCAW,Male,0,Yes,Yes,61,No,37,52483
0401-WDBXM,Male,0,Yes,Yes,72,No,52,14834
3387-PLKUI,Female,0,Yes,Yes,13,No,28,13464
6096-EGVTU,Female,0,Yes,Yes,64,No,30,12014
3797-VTIDR,Male,0,Yes,No,1,Yes,52,21024
5081-NWSUP,Female,0,No,No,10,No,33,37314
2580-ATZSQ,Female,0,Yes,Yes,65,No,32,98816
8085-MSNLK,Female,0,Yes,No,62,No,33,26090
9691-HKOVS,Female,0,Yes,No,55,No,50,21011
9881-VCZEP,Female,0,Yes,No,25,No,38,13482
9526-BIHHD,Male,0,No,No,1,Yes,51,51883
8757-TFHHJ,Male,0,No,No,1,No,59,92021
4523-WXCEF,Female,0,Yes,No,59,Yes,17,44622
1468-DEFNC,Male,1,Yes,Yes,64,No,77,26882
5119-KEPFY,Male,0,Yes,No,36,No,27,40861
8364-TRMMK,Female,0,No,No,3,Yes,59,72977
0916-KNFAJ,Male,0,Yes,No,61,No,45,22000
8319-QBEHW,Male,0,No,Yes,26,No,50,53177
3063-QFSZL,Female,0,No,No,1,Yes,20,88967
8775-LHDJH,Female,1,Yes,No,1,Yes,66,28261
9625-QNLUX,Male,0,Yes,Yes,68,No,28,43503
3097-NQYSN,Male,1,Yes,No,2,Yes,67,41633
4024-CSNBY,Female,0,Yes,No,72,No,49,10173
7110-BDTWG,Female,0,Yes,No,71,No,40,68571
7493-GVFIO,Male,0,No,No,57,No,50,29181
0690-SRQID,Male,0,No,No,4,No,26,83886
9605-WGJVW,Female,1,No,No,1,No,65,87488
9114-DPSIA,Male,0,Yes,Yes,72,No,39,62864
4700-UBQMV,Male,0,Yes,Yes,21,No,59,91950
7711-GQBZC,Female,0,Yes,Yes,71,No,23,23246
3565-UNOCC,Female,1,Yes,No,29,Yes,74,21915
4627-MIHJH,Female,1,No,No,69,No,72,90242
9795-NREXC,Female,0,Yes,No,64,No,19,37072
8573-CGOCC,Male,0,No,No,16,No,37,83061
7356-AYNJP,Female,0,No,No,4,No,37,99283
9249-FXSCK,Female,0,No,No,52,Yes,21,30933
5493-SDRDQ,Male,0,No,No,2,Yes,44,38615
6286-SUUWT,Male,0,No,No,1,No,30,25720
4819-HJPIW,Male,0,No,No,18,No,43,25992
8654-DHAOW,Female,0,No,No,2,No,39,24334
5438-QMDDL,Female,0,Yes,No,19,No,46,61943
9812-GHVRI,Female,0,No,No,40,No,42,67797
5553-AOINX,Female,1,Yes,Yes,66,No,70,68957
1228-ZLNBX,Male,0,No,No,21,No,32,19545
4226-KKDON,Male,0,No,No,8,No,20,98232
3831-YCPUO,Female,0,Yes,Yes,72,No,29,42323
7445-WMRBW,Female,0,No,No,48,No,51,76982
3308-DGHKL,Male,0,No,No,69,No,56,36917
9924-JPRMC,Male,0,No,No,72,No,23,74564
0080-EMYVY,Female,0,No,No,14,No,36,61454
6218-KNUBD,Male,0,No,No,6,No,52,99152
7337-CINUD,Female,0,Yes,Yes,8,No,55,81526
7609-NRNCA,Female,0,No,No,17,No,33,84572
0623-EJQEG,Male,0,No,No,65,No,34,73381
7153-CHRBV,Female,0,Yes,Yes,57,No,26,49953
0871-URUWO,Male,0,Yes,No,13,Yes,17,19711
9190-MFJLN,Male,1,No,No,19,Yes,70,12341
6198-PNNSZ,Female,0,Yes,No,56,No,45,73987
3317-VLGQT,Female,0,Yes,No,14,No,37,25215
4132-POCZS,Male,0,Yes,No,52,No,25,81886
5614-DNZCE,Female,0,No,No,58,No,17,83923
1095-JUDTC,Female,1,No,No,47,Yes,63,42745
3896-RCYYE,Female,0,No,No,67,No,59,42636
9638-JIQYA,Male,0,No,No,2,No,40,12251
3258-SANFR,Male,1,No,No,6,No,75,29251
3726-TBHQT,Male,0,Yes,Yes,71,No,33,97584
3190-ITQXP,Female,0,Yes,Yes,46,No,37,78753
0870-VEMYL,Female,0,No,No,5,Yes,28,96584
4833-QTJNO,Male,1,Yes,No,67,No,62,98517
3039-MJSLN,Male,0,No,Yes,3,No,30,50835
0178-CIIKR,Female,0,No,No,3,No,17,98255
5385-SUIRI,Male,1,Yes,No,52,Yes,78,95062
3982-XWFZQ,Female,0,Yes,No,42,Yes,43,94641
5774-QPLTF,Male,0,Yes,Yes,50,No,23,52616
2322-VCZHZ,Male,1,Yes,No,23,No,64,97851
5010-IPEAQ,Female,0,Yes,Yes,67,No,33,53742
4009-ALQFH,Female,0,No,No,25,Yes,51,91558
6383-ZTSIW,Female,1,Yes,No,39,No,75,17946
8990-YOZLV,Female,0,No,No,69,No,22,39307
3069-SSVSN,Female,0,No,No,1,No,52,12022
5222-IMUKT,Male,0,No,No,32,No,26,15057
3627-FCRDW,Female,0,No,No,9,Yes,15,77699
7562-GSUHK,Female,0,No,No,16,Yes,46,58923
6685-XSHHU,Male,0,Yes,Yes,60,No,36,63908
8901-UPRHR,Female,0,Yes,Yes,72,No,49,21551
4903-UYAVB,Male,0,Yes,No,5,Yes,56,80624
0118-JPNOY,Female,1,No,No,26,No,71,56325
6776-TLWOI,Male,0,No,No,3,Yes,32,76999
3845-FXCYS,Male,0,No,No,2,No,50,78448
5857-XRECV,Female,0,No,Yes,2,No,19,84541
0725-CXOTM,Female,0,No,No,36,No,54,75035
4343-EJVQB,Male,0,No,No,7,No,48,82690
9000-PLFUZ,Female,1,Yes,No,60,No,75,87128
3427-GGZZI,Female,0,Yes,No,19,No,18,74160
7779-ORAEL,Male,1,Yes,No,45,No,69,56084
0644-OQMDK,Male,1,No,No,4,No,72,40743
4077-CROMM,Female,0,Yes,Yes,31,Yes,21,55619
3154-CFSZG,Male,0,Yes,Yes,47,No,46,54618
2868-MZAGQ,Male,0,No,No,1,Yes,43,20297
4847-QNOKA,Female,0,No,No,1,Yes,25,90066
2220-IAHLS,Female,0,No,No,1,No,15,24084
1658-XUHBX,Female,1,Yes,Yes,59,No,64,51198
6379-RXJRQ,Male,0,Yes,No,10,Yes,29,36728
2378-HTWFW,Male,1,No,No,35,No,61,85787
8650-RHRKE,Male,0,No,No,4,Yes,22,87853
4377-VDHYI,Male,0,Yes,Yes,32,No,32,71478
0475-RIJEP,Male,0,No,No,43,Yes,49,23778
1260-TTRXI,Male,0,No,No,4,Yes,20,12465
3719-TDVQB,Female,1,Yes,No,54,No,78,22819
6328-ZPBGN,Female,1,No,No,11,Yes,61,64775
0201-MIBOL,Female,1,No,No,66,No,61,75863
4937-QPZPO,Male,0,Yes,Yes,61,No,22,68574
2925-VDZHY,Male,0,Yes,Yes,72,No,17,25055
6981-TDRFT,Male,0,Yes,Yes,44,No,32,94509
3413-CSSTH,Male,0,No,No,41,No,39,45468
8033-VCZGH,Male,0,Yes,No,50,No,17,92467
4789-KWMXN,Male,0,Yes,No,47,Yes,54,31153
0224-NIJLP,Male,0,Yes,Yes,8,No,52,85820
7542-CYDDM,Male,0,No,No,18,No,20,34176
4718-WXBGI,Male,0,Yes,Yes,72,No,53,75008
2867-UIMSS,Male,0,No,No,1,Yes,55,17816
8495-PRWFH,Female,1,No,No,42,No,68,11394
0439-IFYUN,Female,1,No,No,18,No,70,92784
5716-LIBJC,Female,0,No,Yes,13,No,48,13301
2868-LLSKM,Female,0,Yes,Yes,68,No,25,17938
8111-RKSPX,Male,0,No,No,4,Yes,26,69708
2988-QRAJY,Male,0,No,No,69,No,56,89435
1585-MQSSU,Male,0,No,No,17,Yes,26,75853
0071-NDAFP,Male,0,Yes,Yes,25,No,56,16120
2856-NNASM,Male,1,No,No,43,Yes,76,72757
7328-ZJAJO,Female,0,Yes,Yes,59,No,29,98939
6458-CYIDZ,Female,1,No,No,5,No,72,71800
8559-CIZFV,Male,0,Yes,Yes,21,Yes,51,54222
1090-PYKCI,Female,0,Yes,Yes,69,No,17,13082
3058-WQDRE,Male,0,No,No,13,No,36,58722
7547-EKNFS,Male,0,Yes,No,42,Yes,54,61950
2279-AXJJK,Male,0,Yes,No,52,No,41,73463
6769-DYBQN,Male,1,No,No,46,Yes,67,69473
0909-SELIE,Male,0,Yes,No,61,No,59,40276
3417-TSCIC,Male,0,No,No,29,No,24,49337
1042-HFUCW,Female,0,No,Yes,25,No,47,48435
4439-JMPMT,Female,0,Yes,Yes,5,Yes,53,91674
6537-OTKMY,Male,0,No,No,15,No,34,20020
8999-EXMNO,Female,0,Yes,Yes,19,No,39,48272
6725-TPKJO,Male,0,No,No,44,No,55,98678
2446-BEGGB,Female,1,No,No,6,Yes,60,39370
7162-WPHPM,Male,0,Yes,Yes,58,No,44,33729
1599-MMYRQ,Male,0,Yes,Yes,62,No,38,14168
8821-KVZKQ,Female,0,Yes,Yes,70,No,51,60316
1496-GGSUK,Female,1,No,No,1,Yes,71,80542
6434-TTGJP,Male,0,Yes,Yes,10,No,32,37819
0042-JVWOJ,Male,0,No,No,26,No,33,83764
0130-SXOUN,Male,0,No,No,66,No,39,76574
2575-GFSOE,Female,0,Yes,Yes,7,Yes,38,93972
2330-PQGDQ,Male,0,Yes,Yes,51,No,17,27386
1452-UZOSF,Male,0,Yes,Yes,72,No,43,75997
2097-YVPKN,Male,0,No,No,65,No,37,82051
2842-JTCCU,Male,0,No,No,2,Yes,20,11980
8597-CTXVJ,Male,0,No,Yes,70,No,50,68866
6631-HMANX,Male,0,Yes,No,72,No,44,21206
9962-BFPDU,Female,0,Yes,Yes,1,No,52,48535
3296-SILRA,Female,1,Yes,No,1,Yes,63,13018
9681-OXGVC,Female,0,No,No,5,Yes,38,71343
6394-HHHZM,Male,0,No,No,3,No,22,71345
5995-LFTLE,Male,0,No,No,58,No,38,91976
5180-UCIIQ,Male,1,Yes,Yes,22,Yes,69,30066
1932-UEDCX,Male,1,Yes,No,33,No,79,28030
7153-OANIO,Male,0,No,No,1,Yes,48,61631
5188-HGMLP,Male,1,Yes,No,54,No,68,28095
0665-XHDJU,Male,0,Yes,No,72,No,17,46865
6521-YYTYI,Male,0,No,Yes,1,Yes,27,73257
8878-HMWBV,Male,0,No,No,3,Yes,35,44294
8265-HKSOW,Female,0,Yes,Yes,72,No,25,76642
3544-FBCAS,Female,0,Yes,Yes,72,No,42,43656
5331-RGMTT,Male,1,Yes,No,54,No,74,13629
4759-PXTAN,Female,0,Yes,No,59,No,49,95943
7054-DMVAS,Male,0,No,No,54,No,19,18316
3428-MMGUB,Male,0,No,No,60,No,24,49239
6549-BTYPG,Female,0,Yes,No,60,No,35,87282
7823-JSOAG,Male,0,No,No,3,No,49,95581
3705-RHRFR,Female,0,Yes,No,69,No,46,15297
9374-YOLBJ,Female,0,Yes,Yes,1,No,39,75765
9074-KGVOX,Male,0,Yes,Yes,50,No,19,25114
6128-DAFVY,Female,0,No,No,56,No,54,57096
9933-QRGTX,Female,0,Yes,No,60,No,16,58250
4476-OSWTN,Male,1,Yes,No,69,No,60,33472
3751-KTZEL,Female,0,No,No,1,Yes,24,75632
1977-STDKI,Female,1,No,No,1,Yes,62,84969
5066-GFJMM,Female,0,Yes,No,3,No,16,44762
2661-GKBTK,Male,0,Yes,Yes,60,No,35,41167
0458-HEUZG,Female,0,No,No,13,No,25,92142
7268-WNTCP,Male,0,Yes,Yes,62,No,52,73999
0824-VWDPO,Female,0,No,No,45,No,22,82006
8409-WQJUX,Female,0,No,No,25,No,48,69954
2578-JQPHZ,Male,0,No,No,44,No,19,51496
3278-FSIXX,Female,0,No,No,2,No,27,79737
5813-UECBU,Male,1,No,No,33,Yes,66,38689
0328-GRPMV,Female,0,No,No,1,Yes,42,74009
9746-UGFAC,Female,0,No,No,22,No,19,32516
2946-KIQSP,Female,0,No,No,35,No,29,48940
0625-AFOHS,Female,0,Yes,Yes,29,No,55,54883
6726-WEXXK,Male,1,Yes,No,27,No,67,21235
4636-OLWOE,Male,0,No,Yes,54,No,24,28425
4342-HENTK,Female,1,No,No,2,Yes,76,47295
4685-ERGHK,Male,0,No,No,57,No,48,82918
0885-HMGPY,Male,0,No,No,62,No,37,21409
5003-OKNNK,Female,0,Yes,Yes,15,No,54,86393
4195-SMMNX,Male,0,No,No,2,Yes,23,94862
7208-PSIHR,Female,0,Yes,No,70,No,48,36983
4012-ZTHBR,Female,0,Yes,Yes,21,No,59,84382
0489-WMEMG,Female,0,No,Yes,23,No,21,85268
7435-ZNUYY,Male,0,No,No,6,No,27,47107
1354-YZFNB,Male,0,Yes,Yes,4,No,44,25301
6956-SMUCM,Female,0,No,No,3,Yes,33,37010
2985-FMWYF,Female,0,No,No,23,No,46,41742
2812-ENYMO,Male,0,No,No,26,No,37,55198
2717-HVIZY,Female,0,No,Yes,8,No,17,94616
3223-WZWJM,Male,0,No,No,26,Yes,24,40803
3422-GALYP,Male,0,No,No,2,No,42,67142
9053-JZFKV,Male,0,No,No,67,Yes,19,59276
2530-ENDWQ,Female,0,Yes,No,71,Yes,37,84505
2890-WFBHU,Female,0,No,No,59,No,43,52806
0327-WFZSY,Male,0,Yes,Yes,39,No,29,44618
7977-HXJKU,Male,0,No,Yes,21,No,44,94239
6615-ZGEDR,Male,0,No,No,1,Yes,43,31108
7033-CLAMM,Female,0,Yes,Yes,48,No,26,85694
4023-RTIQM,Female,1,Yes,No,31,No,64,19771
0864-FVJNJ,Female,0,Yes,Yes,64,No,50,71608
7356-IWLFW,Male,0,Yes,Yes,46,No,29,85044
9541-PWTWO,Female,0,No,No,52,No,17,93825
3967-VQOGC,Female,0,Yes,Yes,67,No,43,95174
7872-RDDLZ,Female,1,No,No,67,No,78,76750
9250-WYPLL,Female,0,No,No,5,Yes,29,18487
6308-CQRBU,Female,0,Yes,No,71,No,20,25476
2754-XBHTB,Female,0,No,No,9,Yes,32,95140
1597-LHYNC,Female,1,No,No,26,Yes,61,87900
0186-CAERR,Male,0,No,No,71,No,58,80125
3043-SUDUA,Female,0,No,No,32,No,55,32197
5442-BHQNG,Female,0,No,No,2,No,31,75231
2169-RRLFW,Female,0,Yes,No,71,No,50,66356
5872-OEQNH,Female,0,No,No,60,No,17,56592
3162-KKZXO,Female,1,No,No,55,No,67,75641
7055-VKGDA,Male,0,No,No,54,Yes,23,90958
0754-UKWQP,Male,0,No,No,2,Yes,31,33975
8873-GLDMH,Female,0,No,No,6,No,27,10781
5696-JVVQY,Female,0,Yes,Yes,48,No,37,47295
8946-BFWSG,Male,0,Yes,Yes,63,No,17,15612
7493-TPUWZ,Male,0,No,No,1,Yes,53,86306
0547-HURJB,Male,0,No,Yes,12,No,23,20677
8904-OPDCK,Male,1,Yes,No,54,No,67,80214
8845-LWKGE,Female,0,Yes,Yes,30,No,32,76616
1577-HKTFG,Female,0,Yes,No,30,Yes,34,22832
8752-STIVR,Female,0,No,No,4,Yes,59,94988
0691-NIKRI,Female,0,No,No,40,No,31,78274
5022-JNQEQ,Female,0,Yes,Yes,9,No,45,32461
4558-FANTW,Female,0,Yes,Yes,17,Yes,58,75838
3249-VHRIP,Female,0,No,No,62,No,39,94763
3736-BLEPA,Male,0,No,No,28,No,19,29380
4701-LKOZD,Female,0,No,No,70,No,52,11517
